sim_id,tourism_final_nzd_bn,gdp_final_nzd_bn,gdp_change_nzd_bn,gdp_pct_change,employment_chg_k,scenario
205,75.39391392613098,394.6925687147444,-10.307431285255575,-2.5450447617915,191.54749607512022,base_case
206,84.49084920808158,418.6805565151778,13.680556515177784,3.377915188932786,252.06358915247404,base_case
207,92.9540940091738,440.9975464407288,35.9975464407288,8.888283071784889,308.36414469622054,base_case
208,68.73520081670357,377.13400378217284,-27.86599621782716,-6.880492893290658,147.25133590510956,negative_shock
209,82.69704575317694,413.95042113892595,8.950421138925947,2.2099805281298632,240.13056187735728,base_case
210,83.5814582008974,416.2825554620714,11.2825554620714,2.78581616347442,246.01399232356638,base_case
211,66.3755600698806,370.9117946871492,-34.08820531285079,-8.416840817987849,131.55415497130875,negative_shock
212,101.19299238483079,462.72295039258506,57.72295039258506,14.252580343848164,363.1722669377155,boom
213,82.02961287309775,412.1904468960934,7.19044689609342,1.7754189866897332,235.69055773949142,base_case
214,75.5130373969453,395.0066890504479,-9.993310949552097,-2.467484185074592,192.33994834877768,base_case
215,86.41335182843842,423.75006267017073,18.750062670170735,4.62964510374586,264.85276967416115,base_case
216,81.23642895600334,410.0988758848637,5.0988758848636735,1.2589816999663392,230.41401236826252,base_case
217,92.27472942903533,439.20610913186476,34.206109131864764,8.445952872065373,303.84476658800327,base_case
218,77.75196319532111,400.9105811935608,-4.089418806439198,-1.0097330386269625,207.23408992595586,base_case
219,80.70957107676541,408.7095881755406,3.7095881755406026,0.9159476976643464,226.90916381539222,base_case
220,90.31281925611574,434.03268799222906,29.032687992229057,7.168564936352853,290.7934328196541,base_case
221,86.14028237074201,423.02999743755447,18.02999743755447,4.451851219149252,263.03621319592327,base_case
222,83.55894145461971,416.2231803628458,11.223180362845824,2.7711556451471173,245.86420280970194,base_case
223,76.02313718230515,396.3517868277723,-8.648213172227713,-2.1353612770932626,195.7333160196265,base_case
224,87.5579036946586,426.76816660879365,21.76816660879365,5.374855952788556,272.46674131639844,base_case
225,73.58041532150872,389.9104985938219,-15.089501406178101,-3.725802816340272,179.48344956368464,base_case
226,85.80070416866178,422.1345532559348,17.134553255934804,4.230753890354273,260.7772165726427,base_case
227,75.45582598970532,394.8558265350641,-10.144173464935875,-2.5047341888730554,191.95935744224568,base_case
228,80.1138849017481,407.1388050209595,2.1388050209595235,0.5281000051751911,222.94644462536283,base_case
229,92.46086891215545,439.69694604692154,34.69694604692154,8.567147172079393,305.08303353579805,base_case
230,109.943967665102,485.79866564819895,80.79866564819895,19.95028781437011,421.3869093601205,boom
231,89.46834189222248,431.8058597171058,26.805859717105818,6.6187307943471145,285.17566494826116,base_case
232,98.03495479173112,454.395424153403,49.395424153402985,12.196401025531602,342.16386234842594,boom
233,79.97700505351354,406.77786234875094,1.7778623487509435,0.4389783577162823,222.03587052766514,base_case
234,79.5418513953519,405.63039231408925,0.6303923140892493,0.15565242323191342,219.1410715141435,base_case
235,85.94328841764678,422.5105380375318,17.510538037531774,4.323589638896734,261.72573840065456,base_case
236,70.32019420499482,381.3135214860677,-23.686478513932286,-5.848513213316614,157.79528333794835,negative_shock
237,85.27612247188972,420.7512676820046,15.751267682004595,3.8892018967912585,257.28751000613335,base_case
238,77.70120325760044,400.77673075612717,-4.223269243872835,-1.042782529351317,206.89641652051793,base_case
239,59.43923965403314,352.6211985294102,-52.37880147058979,-12.933037400145627,85.41125091738782,negative_shock
240,85.83629451366441,422.2284025288246,17.228402528824574,4.253926550327056,261.01397637845423,base_case
